track,date,race,post_position,horse_name,race_back,age_sex_restrictions,alt_comment_line,apprentice_wt_allow,bris_2f_pace_fig,bris_4f_pace_fig,bris_6f_pace_fig,bris_8f_pace_fig,bris_late_pace_fig,bris_race_shape_first_call,bris_race_shape_second_call,bris_speed_rating,bris_track_code,claim_trainer_switch_date,claim_trainer_switch_n1,claim_trainer_switch_n2,claim_trainer_switch_n3,claim_trainer_switch_n4,claim_trainer_switch_n5,claimed_code,claiming_price,days_since_prev_race,distance,entry,eqb_abbrev_race_conditions,equipment,extended_start_comment,favorite_indicator,final_time,finish_between_lengths,finish_between_lengths_only,finish_position,first_call_between_lengths,first_call_between_lengths_only,first_call_position,fraction_1,fraction_2,fraction_2f,fraction_3,fraction_4f,fraction_5f,fraction_6f,fraction_8f,front_bandages_indicator,gate_call_position,jockey,medication,money_position,num_entrants,odds,pp_post_position,prev_all_weather_surface_flag,purse,race_classification,race_date,race_name,race_num,race_type,restricted_qualifier_flag,sealed_track_indicator,second_call_between_lengths,second_call_between_lengths_only,second_call_position,second_place_margin,second_place_name,second_place_weight,speed_rating,start_call_between_lengths,start_call_between_lengths_only,start_call_position,statebred_flag,stretch_between_lengths,stretch_between_lengths_only,stretch_position,surface,third_place_margin,third_place_name,third_place_weight,track_code,track_condition,track_variant,trainer,trip_comment,weight,winner_margin,winner_name,winner_weight,target_FP,official_final_odds,year,target_top3,target_top5
CD,2024-05-04,12,6,JUST STEEL,1,BON,,,84,90,94,,96,1,-3,97,OP,,,,,,,,,35,1980,,ArkDerby-G1,b,03-30-24 Forwardly placed 4w 1st; 2nd flight no late gain; clear 2nd,0,109.54,2.00,2.00,2,1.50,1.50,3,47.46,72.26,23.43,97.25,47.46,,72.26,97.25,0,2,ASMUSSEN KEITH J,0,2,10,32.50,8,,1500000,ArkDerby-G1,20240330,Arkansas Derby,12,G1,,,1.00,1.00,3,4.25,JUST STEEL,124,95,2.00,2.00,4,,2.00,2.00,3,D,0.50,MYSTIK DAN,124,OP,FT,12,LUKAS D WAYNE,4w turns;clear 2nd,124,2.00,MUTH,124,17,21.27,2024,0,0
CD,2024-05-04,12,6,JUST STEEL,2,BON,,,85,85,87,,85,1,-4,86,OP,,,,,,,,,21,1870,,Rebel-G2,b,02-24-24 Parked 5w 1st turn;bit closer 5w 2nd; flat thru stretch,0,104.00,10.00,10.00,7,3.25,3.25,9,23.2,47.67,23.20,72.93,47.67,,72.93,97.91,0,8,VAZQUEZ R A,0,7,12,4.70,11,,1250000,Rebel-G2,20240224,Rebel S.,11,G2,,,3.00,3.00,6,3.00,COMMON DEFENSE,117,80,3.75,3.75,8,,8.00,8.00,7,D,1.00,NORTHERN FLAME,122,OP,FT,14,LUKAS D WAYNE,5w both turns;flat str,117,2.00,TIMBERLAKE,119,17,21.27,2024,0,0
CD,2024-05-04,12,6,JUST STEEL,3,BON,,,88,88,88,,94,-2,-11,91,OP,,,,,,,,,33,1870,,Southwst-G3,b,02-03-24 Forwardly placed outside; took over into lane; no match;saved 2nd,0,103.67,8.00,8.00,2,1.50,1.50,4,23.56,47.95,23.56,73.23,47.95,,73.23,97.74,0,4,VAZQUEZ R A,0,2,11,10.30,10,,800000,Southwst-G3,20240203,Southwest S.,11,G3,,s,1.00,1.00,3,0.25,JUST STEEL,117,84,2.00,2.00,4,,0.50,0.50,2,D,9.00,LIBERAL ARTS,119,OP,MY,14,LUKAS D WAYNE,No match; saved 2nd,117,8.00,MYSTIK DAN,118,17,21.27,2024,0,0
CD,2024-05-04,12,6,JUST STEEL,4,BON,,,90,91,92,,79,8,5,86,OP,,,,,,,,,37,1870,,SmrtyJnsL300k,b,01-01-24 Settled off the pace; crept closer 3w 2nd; bid; led;no match late,0,104.59,2.50,2.50,2,2.00,2.00,3,23.02,47.01,23.02,72.2,47.01,,72.20,98.34,0,4,VAZQUEZ R A,0,2,9,4.50,7,,300000,SmrtyJnsL300k,20240101,Smarty Jones S.,9,N,,,1.00,1.00,3,0.25,JUST STEEL,119,85,1.50,1.50,3,,0.13,,1,D,0.25,INFORMED PATRIOT,117,OP,FT,15,LUKAS D WAYNE,3w bid;no match late,119,2.50,CATCHING FREEDOM,117,17,21.27,2024,0,0
CD,2024-05-04,12,6,JUST STEEL,5,AON,,,96,102,,,90,4,0,96,CD,,,,,,,,,27,1430,,EdBrownB225k,b,11-25-23 Lean out/brsh st;chasd 4w;prss/urged 3/8;bid 5p1/4;vied;inch away,0,76.91,2.50,,1,1.75,1.75,5,22.31,45.67,22.31,70.32,45.67,,70.32,,0,5,ROSARIO JOEL,0,1,8,12.54,6,,225000,EdBrownB225k,20231125,Ed Brown S.,9,N,,,0.50,0.50,3,1.00,AGOO,122,90,,,5,,0.50,,1,D,1.00,NORMANDY HERO,122,CD,FT,12,LUKAS D WAYNE,Urged 4w;bid 5p1/4;clr,122,2.50,JUST STEEL,122,17,21.27,2024,0,0
CD,2024-05-04,12,6,JUST STEEL,6,AON,,,88,94,,,81,-1,-3,85,CD,,,,,,,,,22,1540,,OC100000NW1X,b,10-29-23 Shifted out/pulled;midpack 5wd;ranged up 4wd turn;aim1/4;leveled,1,84.48,8.00,8.00,3,3.00,3.00,6,23.19,46.7,23.19,71.5,46.70,,71.50,,0,9,SAEZ LUIS,0,3,9,1.93,1,,127000,OC100000n1x,20231029,,9,AO,,s,3.00,3.00,5,4.00,HONOR MARIE,122,73,,,9,,4.00,4.00,2,D,1.75,JUST STEEL,122,CD,SY,20,LUKAS D WAYNE,Pull;gain 5-4w;aim;lvl,122,4.00,OTTO THE CONQUEROR,122,17,21.27,2024,0,0
CD,2024-05-04,12,6,JUST STEEL,7,AON,,,85,92,94,,62,2,-1,77,KEE,,,,,,,,,33,1870,,BrdrsFut-G1,b,10-07-23 Pace 2p; gave way;,0,104.62,16.00,16.00,6,0.13,,1,23.94,47.8,23.94,72.84,47.80,,72.84,98.00,0,8,ROSARIO JOEL,0,6,8,16.93,6,,600000,BrdrsFut-G1,20231007,Claiborne Breeders' Futurity,9,G1,,,0.13,,1,3.75,THE WINE STEWARD,122,62,1.00,1.00,2,,7.25,7.25,6,D,0.25,GENEROUS TIPPER,122,KEE,FT,22,LUKAS D WAYNE,Pace 2p; gave way;,122,0.50,LOCKED,122,17,21.27,2024,0,0
CD,2024-05-04,12,6,JUST STEEL,8,AON,,,101,108,,,58,7,10,78,SAR,,,,,,,,,30,1540,,Hopeful-G1,b,09-04-23 Hustled st; vied 3p early; dueled 2p turn; 2w 1/4p; weakened,0,84.41,7.75,7.75,7,0.13,,1,22.19,44.89,22.19,70.87,44.89,,70.87,,0,7,ROSARIO JOEL,0,7,10,13.30,1,,300000,Hopeful-G1,20230904,Hopeful S.,10,G1,,,0.13,,1,0.25,TIMBERLAKE,120,74,,,7,,0.13,0.13,2,D,2.50,PIRATE,120,SAR,FT,14,LUKAS D WAYNE,Vied; dueled; weakened,120,1.50,NUTELLA FELLA,120,17,21.27,2024,0,0
CD,2024-05-04,12,6,JUST STEEL,9,AON,,,93,100,,,94,-2,-3,97,SAR,,,,,,,,,21,1320,,MdSpWt,b,08-05-23 Coaxed st; prompted 3p; dueled 2p turn; 4w upper; dug in; game,0,70.22,0.06,,1,0.50,0.50,2,22.56,45.6,22.56,57.66,45.60,57.66,,,0,2,ROSARIO JOEL,0,1,10,5.40,10,,136500,MdSpWt,20230805,,2,S,,,0.13,0.13,2,3.50,BE YOU,119,91,,,2,,0.13,0.13,2,D,6.50,LOCKED,119,SAR,FT,11,LUKAS D WAYNE,Prompted; duel; game,119,0.06,JUST STEEL,119,17,21.27,2024,0,0
CD,2024-05-04,12,6,JUST STEEL,10,AON,,,88,88,,,82,0,-1,77,SAR,,,,,,,,,,1210,,MdSpWt,b,07-15-23 Shied in; hustled st; chased 4-3w; bid; shied 5w uppr; 2nd best,0,64.89,3.00,3.00,2,2.50,2.50,3,22.26,45.7,22.26,58.2,45.70,58.20,,,0,3,ROSARIO JOEL,0,2,6,9.80,2,,136500,MdSpWt,20230715,,1,S,,,1.00,1.00,2,4.25,JUST STEEL,119,85,,,3,,3.50,3.50,2,D,7.25,SPECIAL ELEMENT,119,SAR,FT,14,LUKAS D WAYNE,Shy 5w uppr; 2nd best,119,3.00,PIRATE,119,17,21.27,2024,0,0
CD,2024-05-04,12,7,HONOR MARIE,1,BON,,,79,81,96,,96,2,6,99,FG,,,,,,,,,35,2090,,LaDerby-G2,,03-23-24 Far back 3-4p; 7p upr; rallied btwn; bid 1/16; outkicked,0,116.16,1.00,1.00,2,6.25,6.25,10,48.33,72.54,23.49,97.38,48.33,,72.54,97.38,0,9,CURTIS BEN,0,2,11,7.80,6,,1000000,LaDerby-G2,20240323,Twinspires.com Louisiana Derby,12,G2,,,5.00,5.00,9,0.75,HONOR MARIE,122,90,7.25,7.25,9,,2.75,2.75,6,D,0.75,TUSCAN GOLD,122,FG,FT,12,BECKMAN D WHITWORTH,3-4p;7pupr;rally;outkk,122,1.00,CATCHING FREEDOM,122,8,14.9,2024,0,0
CD,2024-05-04,12,7,HONOR MARIE,2,BON,,,71,70,75,,95,0,-4,86,FG,,,,,,,,,84,1980,,RisenStr-G2,,02-17-24 Far back ins; 2p2nd; 5p1/4; 8p1/8; ran on,0,112.13,6.25,6.25,5,9.25,9.25,11,49.67,74.74,24.32,99.4,49.67,,74.74,99.40,0,10,BEJARANO R,0,5,12,7.30,3,,400000,RisenStr-G2,20240217,Risen Star S.,14,G2,,s,7.00,7.00,11,1.25,TRACK PHANTOM,122,72,10.00,10.00,11,,7.50,7.50,8,D,1.75,CATCHING FREEDOM,122,FG,SY,15,BECKMAN D WHITWORTH,Ins;5p1/4;8p1/8;ran on,122,0.50,SIERRA LEONE,122,8,14.9,2024,0,0
CD,2024-05-04,12,7,HONOR MARIE,3,AON,,,73,81,88,,102,2,-3,96,CD,,,,,,,,,27,1870,,KyJC-G2,,11-25-23 Trailed;inched closer 3-4p2nd;swung 6w1/4;bid upr;led;drove clear,0,104.31,2.00,,1,5.25,5.25,8,23.7,48.45,23.70,73.4,48.45,,73.40,98.01,0,8,BEJARANO R,0,1,8,8.81,2,,400000,KyJC-G2,20231125,Kentucky Jockey Club S.,11,G2,,,2.50,2.50,7,1.00,REAL MEN VIOLIN,122,85,9.75,9.75,8,,0.50,,1,D,5.75,STRETCH RIDE,122,CD,FT,20,BECKMAN D WHITWORTH,Swng 6w1/4;drove clear,122,2.00,HONOR MARIE,122,8,14.9,2024,0,0
CD,2024-05-04,12,7,HONOR MARIE,4,AON,,,82,90,,,93,-1,-3,90,CD,,,,,,,,,30,1540,,OC100000NW1X,,10-29-23 Off pace 3-4p; gained 5p5/16; rallied; edged place 1/16,0,84.48,4.00,4.00,2,6.00,6.00,8,23.19,46.7,23.19,71.5,46.70,,71.50,,0,4,BEJARANO R,0,2,9,5.85,9,,127000,OC100000n1x,20231029,,9,AO,,s,5.25,5.25,8,4.00,HONOR MARIE,122,77,,,4,,4.00,4.00,3,D,1.75,JUST STEEL,122,CD,SY,20,BECKMAN D WHITWORTH,Gain 5p;edge place1/16,122,4.00,OTTO THE CONQUEROR,122,8,14.9,2024,0,0
CD,2024-05-04,12,7,HONOR MARIE,5,AON,,,83,82,,,90,2,1,80,CD,,,,,,,,,,1320,,MdSpWt,,09-29-23 Trailed 6wd; rallied; late bid; up,0,70.54,0.13,,1,5.50,5.50,9,21.68,45.26,21.68,57.7,45.26,57.70,,,0,8,BEJARANO R,0,1,9,13.67,9,,92000,MdSpWt,20230929,,10,S,,,5.75,5.75,8,0.25,BOURBON BOSS,119,85,,,8,,5.00,5.00,6,D,1.25,RUN JALEN RUN,115,CD,FT,12,BECKMAN D WHITWORTH,6wd;rally;late bid;up,119,0.13,HONOR MARIE,119,8,14.9,2024,0,0
CD,2024-05-04,12,8,JUST A TOUCH,1,BON,,,92,103,112,,83,12,13,100,KEE,,,,,,,,,35,1980,,BlueGras-G1,,04-06-24 Pressed 2w-3p;coaxed 2nd;bid 1/4;led upper;no match 1/16;2nd best,0,110.08,1.50,1.50,2,1.00,1.00,2,46.48,70.83,23.15,96.65,46.48,,70.83,96.65,0,4,GEROUX FLORENT,0,2,10,3.31,6,,1000000,BlueGras-G1,20240406,Toyota Blue Grass S.,10,G1,,,1.00,1.00,2,3.75,JUST A TOUCH,123,90,1.00,1.00,2,,1.50,,1,D,1.25,EPIC RIDE,123,KEE,FT,11,COX BRAD H,Press 2wd;led;no match,123,1.50,SIERRA LEONE,123,20,11.57,2024,0,0
CD,2024-05-04,12,8,JUST A TOUCH,2,BON,,,84,87,98,,95,-2,4,97,AQU,,,,,,,,,35,1760,,Gotham-G3,,03-02-24 Chased 7-6w; coaxed 3/8; 10-11w upper; dug in; willingly,1,96.37,2.00,2.00,2,1.50,1.50,3,23.42,46.63,23.42,70.94,46.63,,70.94,,0,3,GEROUX FLORENT,0,2,11,1.70,9,,300000,Gotham-G3,20240302,Gotham S.,10,G3,,s,2.50,2.50,4,0.50,JUST A TOUCH,118,88,1.00,1.00,3,,2.50,2.50,4,D,2.25,EL GRANDE O,119,AQU,SY,18,COX BRAD H,Chased 7-6w; willingly,118,2.00,DETERMINISTIC,118,20,11.57,2024,0,0
CD,2024-05-04,12,8,JUST A TOUCH,3,BON,,,92,98,,,94,-2,-5,97,FG,,,,,,,,,,1320,,MdSpWt,,01-27-24 Prompt 2wd; bid 5/16; led 1/4; drew off; ridden out,1,70.50,4.25,,1,1.00,1.00,2,22.25,46.1,22.25,57.96,46.10,57.96,,,0,5,GEROUX FLORENT,1,1,8,0.50,3,,57000,MdSpWt,20240127,,2,S,,s,0.13,,1,5.25,GUN PARTY,120,90,,,5,,3.50,,1,D,2.50,CAPITAL CONNECTION,120,FG,SY,11,COX BRAD H,Prompt 2wd;ridden out,120,4.25,JUST A TOUCH,120,20,11.57,2024,0,0
CD,2025-05-03,12,1,CITIZEN BULL,1,BON,,,96,99,109,,82,3,1,97,SA,,,,,,,,,63,1980,,SADerby-G1,b,04-05-25 Ceded; dueled outside; led; yielded1/8,0,109.56,9.75,9.75,4,0.13,,1,47.14,71.42,22.25,97.07,47.14,,71.42,97.07,0,2,GARCIA MARTIN,0,4,5,2.10,2,,500000,SADerby-G1,20250405,Santa Anita Derby,10,G1,,,1.00,,1,8.50,BAEZA,124,81,1.00,1.00,2,,1.00,1.00,3,D,0.50,WESTWOOD,124,SA,FT,15,BAFFERT BOB,Duel2w;led;yielded 1/8,124,0.75,JOURNALISM,124,15,13.98,2025,0,0
CD,2025-05-03,12,1,CITIZEN BULL,2,BON,,,84,87,96,,94,-3,0,96,SA,,,,,,,,,92,1760,,RBLewis-G3,b,02-01-25 Bobbled; speed inside; cleared 2nd; drew off,1,96.71,3.75,,1,0.50,,1,23.27,47.06,23.27,70.99,47.06,,70.99,,0,4,GARCIA MARTIN,0,1,5,0.90,2,,200000,RBLewis-G3,20250201,Robert B. Lewis S.,4,G3,,,1.50,,1,2.25,RODRIGUEZ,120,92,1.00,,1,,2.50,,1,D,7.75,MADAKET ROAD,120,SA,FT,8,BAFFERT BOB,Bobbld;inside;drew off,124,3.75,CITIZEN BULL,124,15,13.98,2025,0,0
CD,2025-05-03,12,1,CITIZEN BULL,3,AOC,,,89,88,100,,109,-8,-7,107,DMR,,,,,,,,,27,1870,,BCJuvnle-G1,b,11-01-24 Away alertly; controlled tempo; shook clear; held sway,0,103.07,1.50,,1,1.00,,1,23.44,47.89,23.44,72.21,47.89,,72.21,96.53,0,1,GARCIA MARTIN,0,1,10,15.90,6,,2000000,BCJuvnle-G1,20241101,FanDuel Breeders' Cup Juvenile Presented by Thoroughbred Aftercare Alliance,9,G1,,,0.50,,1,3.25,GAMING,122,96,1.50,,1,,1.50,,1,D,0.25,HILL ROAD,122,DMR,FT,7,BAFFERT BOB,Controlled pace; clear,122,1.50,CITIZEN BULL,122,15,13.98,2025,0,0
CD,2025-05-03,12,1,CITIZEN BULL,4,AON,,,82,85,89,,107,-7,-11,100,SA,,,,,,,,,27,1870,,AmPharoh-G1,b,10-05-24 Pace inside; took pressure; cleared 2nd; held well,0,104.30,2.00,,1,1.00,,1,23.85,47.78,23.85,72.43,47.78,,72.43,97.32,0,2,GARCIA MARTIN,0,1,7,3.30,3,,300000,AmPharoh-G1,20241005,American Pharoah S. Presented by DK Horse,9,G1,,,1.00,,1,5.75,GETAWAY CAR,122,88,0.50,,1,,2.00,,1,D,6.50,MCKINZIE STREET,122,SA,FT,16,BAFFERT BOB,Met bid;clear;hld safe,122,2.00,CITIZEN BULL,122,15,13.98,2025,0,0
CD,2025-05-03,12,1,CITIZEN BULL,5,AON,,,90,102,,,82,1,3,91,DMR,,,,,,,,,22,1540,,DMrFut-G1,b,09-08-24 Settled; gained 4wide; flattened,1,83.02,5.75,5.75,3,4.25,4.25,6,21.85,44.35,21.85,69.71,44.35,,69.71,,0,3,SMITH M E,0,3,7,1.30,7,,300000,DMrFut-G1,20240908,Del Mar Futurity,10,G1,,,3.00,3.00,6,4.00,MCKINZIE STREET,120,82,,,3,,2.50,2.50,4,D,0.25,CITIZEN BULL,120,DMR,FT,13,BAFFERT BOB,Gained 4wd; flattened,120,1.75,GAMING,120,15,13.98,2025,0,0
CD,2025-05-03,12,1,CITIZEN BULL,6,AON,,,86,95,,,91,-8,-5,92,DMR,,,,,,,,,,1210,,MdSpWt,b,08-17-24 Pressed outside; dueled; proved best,0,63.42,0.75,,1,0.50,0.50,2,22.1,45.17,22.10,57.1,45.17,57.10,,,0,2,GARCIA MARTIN,0,1,6,2.60,5,,75000,MdSpWt,20240817,,7,S,,,0.50,0.50,2,7.00,SMASH IT,120,92,,,2,,0.50,,1,D,2.50,KALEA BAY,120,DMR,FT,11,BAFFERT BOB,Outside; proved best,120,0.75,CITIZEN BULL,120,15,13.98,2025,0,0
CD,2025-05-03,12,11,FLYING MOHAWK,1,BON,,,85,89,88,,102,7,-3,97,TP,,,,,,,,,51,1980,,JRSteaks-G3,b,03-22-25 Bumped; bothered st; back early; 5p into lane; rally;bid;no match,0,110.10,3.50,3.50,2,5.75,5.75,10,47.91,72.84,22.97,97.91,47.91,,72.84,97.91,0,6,RAMOS JOSEPH D,0,2,12,9.29,5,A,777000,JRSteaks-G3,20250322,Jeff Ruby Steaks,12,G3,,,5.00,5.00,8,0.50,FLYING MOHAWK,123,89,7.25,7.25,11,,1.25,1.25,4,D,0.75,MAXIMUM PROMISE,123,TP,FT,13,BECKMAN D WHITWORTH,Bumped; bothered start,123,3.50,FINAL GAMBIT,123,18,28.39,2025,0,0
CD,2025-05-03,12,11,FLYING MOHAWK,2,BON,,,75,85,87,,88,11,10,88,FG,,,,,,,,,95,-1870,,OC100000NW1X,b,01-30-25 Bobbled st;trailed ins;4pbtw upr;rallied;bid 1/8;cleard;riddn out,0,106.48,2.00,,1,6.00,6.00,7,23.7,49.13,23.70,74.33,49.13,,74.33,100.23,0,7,LOVEBERRY JARETH,0,1,7,1.90,1,,59000,OC100000n1x,20250130,,8,AO,,,5.00,5.00,7,0.50,STATES' RIGHTS,119,82,8.50,8.50,7,,0.50,0.50,3,T,2.75,HOT PROPERTY,119,FG,FM,19,BECKMAN D WHITWORTH,Bobbled;ins;4wd btw1/8,119,2.00,FLYING MOHAWK,119,18,28.39,2025,0,0
CD,2025-05-03,12,11,FLYING MOHAWK,3,AON,,,84,85,85,,89,3,0,87,CD,,,,,,,,,29,1870,,MdSpWt,b,10-27-24 Stalked ins; loom 3p2nd; bid 3w-4p1/4; set down 3/16; kicked away,1,102.29,5.50,,1,2.00,2.00,3,23.64,48.22,23.64,72.73,48.22,,72.73,96.31,0,1,GAFFALIONE TYLER,0,1,12,1.65,6,,120000,MdSpWt,20241027,,4,S,,,1.00,1.00,3,0.75,SWIRLING EIGHTS,119,91,2.00,2.00,3,,1.50,,1,T,0.13,SERGEANT CAPPS,119,CD,FM,10,BECKMAN D WHITWORTH,Ins;3p2nd;kicked away,119,5.50,FLYING MOHAWK,119,18,28.39,2025,0,0
CD,2025-05-03,12,11,FLYING MOHAWK,4,AON,,,99,90,86,,81,3,-3,83,BAQ,,,,,,,,,27,1870,,Pilgrim-G2,b,09-28-24 Brk out step st; in hand ins; set down ins 1/4; caught; wknd late,0,108.67,5.00,5.00,5,0.13,,1,24.49,51.32,24.49,77.61,51.32,,77.61,102.31,0,2,LEZCANO JOSE,0,5,8,12.30,2,,200000,Pilgrim-G2,20240928,Pilgrim S.,11,G2,,,0.13,,1,4.50,NOBLE CONFESSOR,118,52,1.00,,1,,0.13,,1,t,0.13,EARLY ADOPTER,120,BAQ,YL,43,BECKMAN D WHITWORTH,In hand ins; wknd late,118,0.25,ZULU KINGDOM,122,18,28.39,2025,0,0
CD,2025-05-03,12,11,FLYING MOHAWK,5,AON,,,83,81,78,,82,5,3,77,KD,,,,,,,,,36,1760,,MdSpWt,b,09-01-24 Allowed to settle; 3 wide turn; 5 wide 1/4; bid; 2nd best,0,95.39,1.00,1.00,2,2.50,2.50,5,23.1,46.28,23.10,71.12,46.28,,71.12,,0,9,DETTORI LANFRANCO,0,2,12,7.57,7,,170000,MdSpWt,20240901,,6,S,,,1.50,1.50,4,3.50,FLYING MOHAWK,119,84,2.00,2.00,5,,1.00,1.00,2,T,2.50,CULTURE WAR,119,KD,FM,12,BECKMAN D WHITWORTH,3p;5w1/4;bid; 2nd best,119,1.00,WARLANDER,119,18,28.39,2025,0,0
CD,2025-05-03,12,11,FLYING MOHAWK,6,AON,,,74,58,42,,92,-13,-23,64,SAR,,,,,,,,,,1870,,MdSpWt,,07-27-24 Coaxed st; chased 2p; coaxed 3/8; angled 7w upper; one paced,0,105.46,4.50,4.50,6,2.50,2.50,5,24.38,51.51,24.38,77.42,51.51,,77.42,99.85,0,5,DETTORI LANFRANCO,0,6,10,13.90,5,,100000,MdSpWt,20240727,,1,S,,,2.75,2.75,5,0.50,STATES' RIGHTS,119,72,4.00,4.00,7,,5.00,5.00,7,t,0.25,WARLANDER,119,SAR,FM,14,BECKMAN D WHITWORTH,Chased 2p; one paced,119,0.13,SIMULATE,119,18,28.39,2025,0,0
CD,2025-05-03,12,12,EAST AVENUE,1,BON,,,98,104,107,,83,13,10,97,KEE,,,,,,,,,52,1980,,BlueGras-G1,b,04-08-25 Brush st;hustled clear;met bid 3/8;game;repel foe;flop lds;nailed,0,111.33,0.06,0.06,2,3.00,,1,46.95,71.96,22.95,97.89,46.95,,71.96,97.89,0,2,MACHADO LUAN,0,2,7,4.98,5,,1250000,BlueGras-G1,20250408,Toyota Blue Grass S.,10,G1,,,0.50,,1,0.75,EAST AVENUE,123,89,2.50,,1,,1.00,,1,D,2.25,RIVER THAMES,123,KEE,FT,12,WALSH BRENDAN P,Hustld clear;game;nail,123,0.06,BURNHAM SQUARE,123,8,41.97,2025,0,0
CD,2025-05-03,12,12,EAST AVENUE,2,BON,Dead heat,,90,101,110,,50,9,9,80,FG,,,,,,,,,106,1980,,RisenStr-G2,,02-15-25 Stalked 2wd;roused 7/16;outmoved 3/8;faltered btwn 5/16;folded,1,108.85,22.75,22.75,10,1.50,1.50,2,46.92,70.95,23.42,96.13,46.92,,70.95,96.13,0,2,GAFFALIONE TYLER,0,10,12,0.80,3,,500000,RisenStr-G2,20250215,Fasig-Tipton Risen Star S.,14,G2,,,2.00,2.00,2,0.13,CHUNK OF GOLD,122,71,2.00,2.00,2,,13.00,13.00,8,D,2.75,BUILT,122,FG,FT,10,WALSH BRENDAN P,Stalked 2wd;folded btw,122,9.75,MAGNITUDE,122,8,41.97,2025,0,0
CD,2025-05-03,12,12,EAST AVENUE,3,AOC,,,74,79,86,,96,-8,-7,91,DMR,,,,,,,,,27,1870,,BCJuvnle-G1,,11-01-24 Stumbled badly start; saved ground; lacked a response,1,103.07,13.50,13.50,9,4.50,4.50,8,23.44,47.89,23.44,72.21,47.89,,72.21,96.53,0,9,GAFFALIONE TYLER,0,9,10,1.80,1,,2000000,BCJuvnle-G1,20241101,FanDuel Breeders' Cup Juvenile Presented by Thoroughbred Aftercare Alliance,9,G1,,,6.75,6.75,8,3.25,GAMING,122,83,7.25,7.25,9,,8.75,8.75,9,D,0.25,HILL ROAD,122,DMR,FT,7,WALSH BRENDAN P,Stumbled badly start,122,1.50,CITIZEN BULL,122,8,41.97,2025,0,0
CD,2025-05-03,12,12,EAST AVENUE,4,AON,,,90,95,98,,90,5,3,95,KEE,,,,,,,,,42,1870,,BrdrsFut-G1,,10-05-24 Set pace ins; drew clear 2nd; widened handily,0,103.17,5.25,,1,1.00,,1,23.18,46.76,23.18,71.2,46.76,,71.20,96.57,0,1,GAFFALIONE TYLER,0,1,11,2.78,5,,600000,BrdrsFut-G1,20241005,Claiborne Breeders' Futurity,9,G1,,,2.00,,1,4.25,FEROCIOUS,122,99,1.00,,1,,4.50,,1,D,1.00,FILOSO,122,KEE,FT,1,WALSH BRENDAN P,Drew clear 2nd;handily,122,5.25,EAST AVENUE,122,8,41.97,2025,0,0
CD,2025-05-03,12,12,EAST AVENUE,5,AON,,,88,89,,,95,-6,-10,90,ELP,,,,,,,,,,1320,,MdSpWt,,08-24-24 Set pace ins; inched clear 5/16; drew off; ridden out,1,70.56,8.00,,1,1.00,,1,23.21,46.44,23.21,58.28,46.44,58.28,,,0,2,MACHADO LUAN,0,1,10,1.22,5,,71000,MdSpWt,20240824,,5,S,,,2.00,,1,0.50,POPPA ECHO,119,88,,,2,,4.00,,1,D,1.25,CAMPAIGN TRAIL,119,ELP,FT,15,WALSH BRENDAN P,Ins;drew off;riddn out,119,8.00,EAST AVENUE,119,8,41.97,2025,0,0
CD,2025-05-03,12,13,PUBLISHER,1,BON,,,78,88,104,,87,28,20,98,OP,,,,,,,,,34,1980,,ArkDerby-G1,b,03-29-25 Last away; void of speed;advanced 4w behind winner; chased,0,110.08,2.50,2.50,2,16.00,16.00,8,45.21,70.37,22.46,97.11,45.21,,70.37,97.11,0,9,PRAT FLAVIEN,0,2,9,7.60,3,,1500000,ArkDerby-G1,20250329,Arkansas Derby,13,G1,,,8.25,8.25,7,4.50,PUBLISHER,121,0,11.00,11.00,9,,1.50,1.50,3,D,1.50,COAL BATTLE,124,OP,FT,0,ASMUSSEN STEVEN M,4w gain;chased winner,121,2.50,SANDMAN,121,14,33.39,2025,0,0
CD,2025-05-03,12,13,PUBLISHER,2,BON,,,68,75,90,,95,16,7,93,OP,,,,,,,,,29,1870,,Rebel-G2,,02-23-25 Broke back; void of speed;traffic; in tight 1/8; mild rally,0,103.01,3.75,3.75,4,16.00,16.00,10,22.47,45.72,22.47,70.94,45.72,,70.94,96.44,0,11,PRAT FLAVIEN,0,4,13,11.10,6,,1250000,Rebel-G2,20250223,Rebel S.,11,G2,,,7.50,7.50,10,0.50,MADAKET ROAD,117,91,15.00,15.00,11,,7.50,7.50,5,D,2.00,SANDMAN,119,OP,FT,5,ASMUSSEN STEVEN M,Squeezed 1/8; willing,117,1.25,COAL BATTLE,122,14,33.39,2025,0,0
CD,2025-05-03,12,13,PUBLISHER,3,BON,(Placed 6th through disqualification),,80,81,86,,81,7,14,83,OP,,,,,,,,,27,1870,,Southwst-G3,,01-25-25 Bobbled start; rail 2nd turn; jammed into rail 1/8,0,105.86,8.00,8.00,7,7.00,7.00,6,24.11,47.82,24.11,72.23,47.82,,72.23,99.15,0,7,ASMUSSEN ERIK,0,6,9,53.80,2,,1000000,Southwst-G3,20250125,Southwest S.,10,G3,,,9.75,9.75,8,1.50,SANDMAN,119,0,3.50,3.50,6,,8.75,8.75,7,D,0.13,TIZTASTIC,119,OP,FT,17,ASMUSSEN STEVEN M,Bobble brk;jammed 1/8,117,1.00,SPEED KING,117,14,33.39,2025,0,0
