track,date,race,post_position,horse_name,race_back,age_sex_restrictions,alt_comment_line,apprentice_wt_allow,bris_2f_pace_fig,bris_4f_pace_fig,bris_6f_pace_fig,bris_8f_pace_fig,bris_late_pace_fig,bris_race_shape_first_call,bris_race_shape_second_call,bris_speed_rating,bris_track_code,claim_trainer_switch_date,claim_trainer_switch_n1,claim_trainer_switch_n2,claim_trainer_switch_n3,claim_trainer_switch_n4,claim_trainer_switch_n5,claimed_code,claiming_price,days_since_prev_race,distance,entry,eqb_abbrev_race_conditions,equipment,extended_start_comment,favorite_indicator,final_time,finish_between_lengths,finish_between_lengths_only,finish_position,first_call_between_lengths,first_call_between_lengths_only,first_call_position,fraction_1,fraction_2,fraction_2f,fraction_3,fraction_4f,fraction_5f,fraction_6f,fraction_8f,front_bandages_indicator,gate_call_position,jockey,medication,money_position,num_entrants,odds,pp_post_position,prev_all_weather_surface_flag,purse,race_classification,race_date,race_name,race_num,race_type,restricted_qualifier_flag,sealed_track_indicator,second_call_between_lengths,second_call_between_lengths_only,second_call_position,second_place_margin,second_place_name,second_place_weight,speed_rating,start_call_between_lengths,start_call_between_lengths_only,start_call_position,statebred_flag,stretch_between_lengths,stretch_between_lengths_only,stretch_position,surface,third_place_margin,third_place_name,third_place_weight,track_code,track_condition,track_variant,trainer,trip_comment,weight,winner_margin,winner_name,winner_weight,target_FP,official_final_odds,year,target_top3,target_top5
CD,2025-05-03,12,13,PUBLISHER,4,AON,,5,87,88,97,,83,6,7,91,OP,,,,,,,,,37,1870,,MdSpWt,,12-29-24 Brk in;dropped inside; tracked; moved out; mild bid; coming again,0,104.81,1.50,1.50,2,3.00,3.00,4,23.37,47.28,23.37,72.16,47.28,,72.16,98.22,0,5,ASMUSSEN ERIK,0,2,8,4.30,5,,110000,MdSpWt,20241229,,10,S,,s,1.00,1.00,2,19.50,PUBLISHER,115,84,2.00,2.00,5,,2.50,2.50,2,D,5.25,KNICKS GLORY,120,OP,MY,21,ASMUSSEN STEVEN M,Trackd;bid;comng again,115,1.50,AMERICAN PROMISE,115,14,33.39,2025,0,0
CD,2025-05-03,12,13,PUBLISHER,5,AON,,,77,72,73,,79,-3,0,75,CD,,,,,,,,,56,1870,,MdSpWt,,11-22-24 1/2 step slow start;brsh early;track 3pbtw;2p2nd;chased willingly,0,104.08,3.00,3.00,3,2.50,2.50,5,24.1,48.51,24.10,72.71,48.51,,72.71,97.39,0,8,ASMUSSEN ERIK,0,3,8,7.18,3,,120000,MdSpWt,20241122,,7,S,,,2.50,2.50,3,1.50,MORLOCK,119,83,2.50,2.50,5,,2.50,2.50,3,D,1.25,PUBLISHER,119,CD,FT,14,ASMUSSEN STEVEN M,Track 3-2pbtw;willngly,119,1.50,KINETIC CONTROL,119,14,33.39,2025,0,0
CD,2025-05-03,12,13,PUBLISHER,6,AON,,5,80,77,71,,83,2,0,74,CD,,,,,,,,,46,1760,,MdSpWt,,09-27-24 Midpack 4-3p; chased 4w1/8; ran on; missed place,1,99.87,2.25,2.25,3,3.00,3.00,6,23,47.09,23.00,73.05,47.09,,73.05,,0,7,ASMUSSEN ERIK,0,3,11,3.17,11,,120000,MdSpWt,20240927,,8,S,,s,2.50,2.50,4,0.75,SHOGUN,119,66,4.50,4.50,5,,2.50,2.50,4,D,1.00,PUBLISHER,118,CD,SY,24,ASMUSSEN STEVEN M,4-3p;4w1/8;ran on,118,1.50,EXTRADITION,119,14,33.39,2025,0,0
CD,2025-05-03,12,13,PUBLISHER,7,AON,,5,79,79,,,84,-7,-9,77,ELP,,,,,,,,,,1540,,MdSpWt,,08-12-24 Back early on; 5path into lane; bid stretch; chased late,0,83.38,2.75,2.75,3,2.75,2.75,8,22.54,45.45,22.54,70.4,45.45,,70.40,,0,4,ASMUSSEN ERIK,0,3,12,7.08,8,,71000,MdSpWt,20240812,,4,S,,,2.25,2.25,6,2.50,KINETIC CONTROL,119,83,,,4,,1.50,1.50,3,D,5.75,PUBLISHER,118,ELP,FT,15,ASMUSSEN STEVEN M,5p upr; bid; chased,118,0.25,AUTHENTIC STRIKE,119,14,33.39,2025,0,0
CD,2025-05-03,12,14,TIZTASTIC,1,BON,,,81,92,114,,81,19,23,100,FG,,,,,,,,,27,2090,,LaDerby-G2,,03-22-25 Far back ins;gained ins-2p2nd;4w1/4;rallied;up 1/8;drew clear,0,116.20,2.25,,1,9.50,9.50,9,46.84,71.03,22.99,96.47,46.84,,71.03,96.47,0,10,ROSARIO JOEL,0,1,10,7.50,3,,1000000,LaDerby-G2,20250322,Twinspires.com Louisiana Derby,12,G2,,,4.00,4.00,7,0.50,CHUNK OF GOLD,122,90,9.00,9.00,9,,0.50,,1,D,3.50,INSTANT REPLAY,122,FG,FT,10,ASMUSSEN STEVEN M,Ins;4w1/4;bid;cleared,122,2.25,TIZTASTIC,122,10,24.8,2025,0,0
CD,2025-05-03,12,14,TIZTASTIC,2,BON,,,83,90,96,,83,16,7,90,OP,,,,,,,,,29,1870,,Rebel-G2,,02-23-25 4w into the first turn; moved in; traffic 1/3; moved to rail;even,0,103.01,6.50,6.50,5,8.50,8.50,6,22.47,45.72,22.47,70.94,45.72,,70.94,96.44,0,8,ORTIZ JOSE L,0,5,13,5.90,12,,1250000,Rebel-G2,20250223,Rebel S.,11,G2,,,4.25,4.25,6,0.50,MADAKET ROAD,117,88,8.00,8.00,7,,7.50,7.50,4,D,2.00,SANDMAN,119,OP,FT,5,ASMUSSEN STEVEN M,Rail stretch; even,119,1.25,COAL BATTLE,122,10,24.8,2025,0,0
CD,2025-05-03,12,14,TIZTASTIC,3,BON,,,83,83,86,,92,7,14,90,OP,,,,,,,,,56,1870,,Southwst-G3,,01-25-25 In tight 15/16; traffic 5/16; 4w into lane; willing;up 3rd,0,105.86,2.50,2.50,3,6.00,6.00,5,24.11,47.82,24.11,72.23,47.82,,72.23,99.15,0,4,ASMUSSEN KEITH J,0,3,9,16.50,4,,1000000,Southwst-G3,20250125,Southwest S.,10,G3,,,9.50,9.50,7,1.50,SANDMAN,119,0,2.00,2.00,4,,6.50,6.50,5,D,0.13,TIZTASTIC,119,OP,FT,17,ASMUSSEN STEVEN M,Tght15/16;traffc2nd;4w,119,1.00,SPEED KING,117,10,24.8,2025,0,0
CD,2025-05-03,12,14,TIZTASTIC,4,AON,,,78,73,74,,101,-12,-14,88,CD,,,,,,,,,34,1870,,KyJC-G2,,11-30-24 Stalked inside;chased 2nd;2wd btw upper;vied place 1/8;outkicked,0,103.01,4.00,4.00,3,1.50,1.50,3,24.56,49.3,24.56,73.63,49.30,,73.63,96.91,0,1,TORRES CRISTIAN A,0,3,9,11.48,3,,400000,KyJC-G2,20241130,Kentucky Jockey Club S.,11,G2,,,2.00,2.00,4,1.75,JONATHAN'S WAY,122,87,1.50,1.50,3,,3.00,3.00,2,D,4.00,TIZTASTIC,122,CD,FT,9,ASMUSSEN STEVEN M,Stalk ins;plc bid;outk,122,2.25,FIRST RESORT,122,10,24.8,2025,0,0
CD,2025-05-03,12,14,TIZTASTIC,5,AON,,,81,87,93,,81,5,3,87,CD,,,,,,,,,49,1870,,StretSns-G3,,10-27-24 Bobble/bmpd btw;offpace 4-3p;btw;gain 4p2nd;outkckd1/8;up plc btw,0,103.86,5.00,5.00,2,3.50,3.50,7,23.57,48,23.57,72.52,48.00,,72.52,97.52,0,8,TORRES CRISTIAN A,0,2,9,5.87,4,,200000,StretSns-G3,20241027,Street Sense S.,10,G3,,,1.75,1.75,4,0.25,TIZTASTIC,122,82,6.00,6.00,8,,1.50,1.50,3,D,0.13,SANDMAN,122,CD,FT,18,ASMUSSEN STEVEN M,Bmpd btw st;4p;outkckd,122,5.00,SOVEREIGNTY,122,10,24.8,2025,0,0
CD,2025-05-03,12,14,TIZTASTIC,6,AON,,,82,87,90,,81,14,12,84,KD,,,,,,,,,10,1760,,JuvMileL1000k,,09-08-24 Settled; 2-4 wide turn; came 5 wide; bid; dueled; prevailed,0,94.53,0.25,,1,5.75,5.75,7,22.72,44.72,22.72,68.77,44.72,,68.77,,0,9,ORTIZ IRAD JR,0,1,12,4.63,9,,1000000,JuvMileL1000k,20240908,Kentucky Downs Juvenile Mile S.,7,N,,,3.00,3.00,4,3.75,WEST BEACH,118,89,5.25,5.25,8,,0.13,0.13,2,T,2.00,READY FOR PEACE,120,KD,FM,11,ASMUSSEN STEVEN M,2-4p;5w1/4;bid;prevail,118,0.25,TIZTASTIC,118,10,24.8,2025,0,0
CD,2025-05-03,12,14,TIZTASTIC,7,AON,,,81,80,,,98,-1,-8,86,KD,,,,,,,,,33,1430,,Alw250000,,08-29-24 Rated midpack; angled inside upper; tip 2wd; drew clear,0,78.92,1.75,,1,5.50,5.50,5,23.12,48.16,23.12,72.58,48.16,,72.58,,0,4,ORTIZ JOSE L,0,1,8,3.53,5,,250000,Alw253600nc,20240829,,2,A,,,3.50,3.50,5,3.75,SEXAGENARIAN,118,77,,,4,,1.50,1.50,2,T,2.00,BLUE COAST,120,KD,FM,22,ASMUSSEN STEVEN M,Midpack;tip 2w;clear,118,1.75,TIZTASTIC,118,10,24.8,2025,0,0
CD,2025-05-03,12,14,TIZTASTIC,8,AON,,,95,96,,,69,7,5,76,SAR,,,,,,,,,,1430,,MdSpWt,,07-27-24 Coaxed st; chased 3w; coaxed ins 5/16; 5w uppr; outfinished,0,77.99,5.75,5.75,5,2.50,2.50,4,21.9,45.34,21.90,71.2,45.34,,71.20,,0,1,GAFFALIONE TYLER,0,5,10,13.50,10,,100000,MdSpWt,20240727,,7,S,,,2.50,2.50,4,3.50,T KRAFT,119,76,,,1,,7.00,7.00,3,D,0.50,NOBLE CONFESSOR,119,SAR,FT,17,ASMUSSEN STEVEN M,5w upper; outfinished,119,1.00,CHANCER MCPATRICK,119,10,24.8,2025,0,0
CD,2025-05-03,12,15,RENDER JUDGMENT,1,BON,,,85,92,102,,80,13,10,93,KEE,,,,,,,,,24,1980,,BlueGras-G1,b,04-08-25 Brushed st;midpack ins;saved ground;chased 3-4p upr;no menace btw,0,111.33,4.00,4.00,5,6.00,6.00,4,46.95,71.96,22.95,97.89,46.95,,71.96,97.89,0,5,RUSSELL SHELDON,0,5,7,29.95,2,,1250000,BlueGras-G1,20250408,Toyota Blue Grass S.,10,G1,,,2.50,2.50,4,0.75,EAST AVENUE,123,85,6.50,6.50,4,,3.00,3.00,5,D,2.25,RIVER THAMES,123,KEE,FT,12,MCPEEK KENNETH G,Ins;chasd 3-4p;no bid,123,0.06,BURNHAM SQUARE,123,17,20.57,2025,0,0
CD,2025-05-03,12,15,RENDER JUDGMENT,2,BON,,,88,93,105,,84,2,6,96,CNL,,,,,,,,,28,1980,,VaDbyB500k,b,03-15-25 Rate close 4w;drop in 5/8;aim 3/8;shift out 1/4;willingly;gain 2d,0,106.41,7.75,7.75,2,2.00,2.00,3,45.2,68.39,23.12,93.02,45.20,,68.39,93.02,0,3,RUSSELL SHELDON,0,2,7,21.00,7,,500000,VaDbyB500k,20250315,Virginia Derby,9,N,,,3.00,3.00,3,0.75,RENDER JUDGMENT,123,109,1.00,1.00,3,,3.50,3.50,2,D,0.25,OMAHA OMAHA,123,CNL,FT,3,MCPEEK KENNETH G,4w;shift in;out;willng,123,7.75,AMERICAN PROMISE,123,17,20.57,2025,0,0
CD,2025-05-03,12,15,RENDER JUDGMENT,3,BON,,,77,89,99,,68,9,9,84,FG,,,,,,,,,56,1980,,RisenStr-G2,,02-15-25 Lean in/brush start; well back 2wd; 5-6p1/4; no threat,0,108.85,19.25,19.25,8,7.75,7.75,10,46.92,70.95,23.42,96.13,46.92,,70.95,96.13,0,3,HERNANDEZ B J JR,0,8,12,31.40,9,,500000,RisenStr-G2,20250215,Fasig-Tipton Risen Star S.,14,G2,,,7.75,7.75,9,0.13,CHUNK OF GOLD,122,75,8.50,8.50,9,,11.00,11.00,6,D,2.75,BUILT,122,FG,FT,10,MCPEEK KENNETH G,2w;5-6p1/4;no threat,122,9.75,MAGNITUDE,122,17,20.57,2025,0,0
CD,2025-05-03,12,15,RENDER JUDGMENT,4,AON,,,76,73,75,,92,-13,-14,83,FG,,,,,,,,,21,1870,,GunRunnerL100k,,12-21-24 Stumbled start; off pace inside; saved ground; chased 2nd; no bid,0,103.53,9.50,9.50,3,1.50,1.50,3,24.64,49.23,24.64,73.77,49.23,,73.77,97.27,0,5,HERNANDEZ B J JR,0,3,5,6.20,2,,100000,GunRunnerL100k,20241221,Gun Runner S.,7,N,,,2.50,2.50,4,2.75,MAGNITUDE,122,83,2.00,2.00,3,,5.50,5.50,3,D,7.00,RENDER JUDGMENT,122,FG,FT,13,MCPEEK KENNETH G,Stumbled st;saved grnd,122,6.75,BUILT,122,17,20.57,2025,0,0
CD,2025-05-03,12,15,RENDER JUDGMENT,5,AON,,,71,67,68,,98,-12,-14,82,CD,,,,,,,,,34,1870,,KyJC-G2,,11-30-24 Off pace 4-3p1st; 4p2nd; moved up btwn late,0,103.01,8.50,8.50,5,4.50,4.50,7,24.56,49.3,24.56,73.63,49.30,,73.63,96.91,0,7,HERNANDEZ B J JR,0,5,9,8.15,8,,400000,KyJC-G2,20241130,Kentucky Jockey Club S.,11,G2,,,5.25,5.25,8,1.75,JONATHAN'S WAY,122,82,5.00,5.00,7,,8.00,8.00,8,D,4.00,TIZTASTIC,122,CD,FT,9,MCPEEK KENNETH G,4p;moved up btw late,122,2.25,FIRST RESORT,122,17,20.57,2025,0,0
CD,2025-05-03,12,15,RENDER JUDGMENT,6,AON,,,86,82,78,,96,-1,-6,87,CD,,,,,,,,,21,1870,,MdSpWt,,10-27-24 Stalked 2p; tipped 3wd upper; grind; bid 1/16; edged past,0,104.83,0.50,,1,1.50,1.50,4,24.02,48.87,24.02,74.06,48.87,,74.06,98.68,0,4,HERNANDEZ B J JR,0,1,11,2.75,4,,120000,MdSpWt,20241027,,11,S,,,1.25,1.25,4,2.50,AMERICAN PROMISE,119,82,1.50,1.50,3,,1.50,1.50,3,D,0.75,LIMITED EDITION,119,CD,FT,18,MCPEEK KENNETH G,2p;3w upr;grind;edged,119,0.50,RENDER JUDGMENT,119,17,20.57,2025,0,0
CD,2025-05-03,12,15,RENDER JUDGMENT,7,AON,,,79,86,,,93,2,0,87,KEE,,,,,,,,,,1540,,MdSpWt,,10-06-24 Far back 4wd; brushed 5wd 5/16; rally; lugged in; up place late,0,83.96,1.50,1.50,2,8.50,8.50,9,21.93,45.26,21.93,70.86,45.26,,70.86,,0,9,HERNANDEZ COLBY J,0,2,11,40.45,1,,100000,MdSpWt,20241006,,7,S,,,6.00,6.00,9,0.50,RENDER JUDGMENT,119,86,,,9,,3.50,3.50,4,D,2.75,CANT STOP MUNNINGS,119,KEE,FT,14,MCPEEK KENNETH G,4-5w;rallied;lugged in,119,1.50,BUILT,119,17,20.57,2025,0,0
CD,2025-05-03,12,16,COAL BATTLE,1,BON,,,91,103,112,,70,28,20,93,OP,,,,,,,,,34,1980,,ArkDerby-G1,,03-29-25 Closest to quick duel; first crack; vied; no match top two,0,110.08,7.00,7.00,3,9.00,9.00,3,45.21,70.37,22.46,97.11,45.21,,70.37,97.11,0,2,VARGAS JUAN P,0,3,9,3.10,8,,1500000,ArkDerby-G1,20250329,Arkansas Derby,13,G1,,,4.00,4.00,3,4.50,PUBLISHER,121,0,4.50,4.50,3,,1.50,1.50,2,D,1.50,COAL BATTLE,124,OP,FT,0,BRILEY LONNIE,3w bid;no match top 2,124,2.50,SANDMAN,121,11,28.4,2025,0,0
CD,2025-05-03,12,16,COAL BATTLE,2,BON,,,85,91,99,,93,16,7,98,OP,,,,,,,,,50,1870,,Rebel-G2,,02-23-25 Broke running; allowed pace to go; accelerated 2nd 5-4w;bid;clr,0,103.01,1.25,,1,8.00,8.00,5,22.47,45.72,22.47,70.94,45.72,,70.94,96.44,0,2,VARGAS JUAN P,0,1,13,11.90,1,,1250000,Rebel-G2,20250223,Rebel S.,11,G2,,,2.75,2.75,4,0.50,MADAKET ROAD,117,95,7.00,7.00,5,,0.50,,1,D,2.00,SANDMAN,119,OP,FT,5,BRILEY LONNIE,Accelerated 5w 2nd;clr,122,1.25,COAL BATTLE,122,11,28.4,2025,0,0
CD,2025-05-03,12,16,COAL BATTLE,3,BON,,,86,80,65,,99,-3,-17,82,OP,,,,,,,,,22,1870,,SmrtyJnsL250k,,01-04-25 Broke running; backed up pace; duel 2nd; ran on stretch,0,106.43,4.00,,1,0.50,,1,24.11,49.03,24.11,75.64,49.03,,75.64,100.30,0,1,VARGAS JUAN P,0,1,6,4.50,6,,250000,SmrtyJnsL250k,20250104,Smarty Jones S.,9,N,,,0.13,,1,0.25,MO QUALITY,117,78,0.13,,1,,1.50,,1,D,0.75,KALE'S ANGEL,119,OP,FT,15,BRILEY LONNIE,Backed up pace;ran on,122,4.00,COAL BATTLE,122,11,28.4,2025,0,0
CD,2025-05-03,12,16,COAL BATTLE,4,AON,,,82,88,92,,92,11,12,92,RP,,,,,,,,,35,1760,,SprngbdMiL300k,,12-13-24 Taken back; settled; rallied; 4 wide stretch; up in time,0,99.25,0.50,,1,5.50,5.50,8,23.93,47.46,23.93,72.21,47.46,,72.21,,1,7,VARGAS JUAN P,0,1,12,6.90,1,,300000,SprngbdMiL300k,20241213,Remington Springboard Mile S.,12,N,,,5.75,5.75,6,5.00,SPEED KING,121,87,5.00,5.00,7,,1.50,1.50,2,D,1.75,DOMINANT SPIRIT,121,RP,FT,14,BRILEY LONNIE,Settled; 4w; in time,121,0.50,COAL BATTLE,121,11,28.4,2025,0,0
CD,2025-05-03,12,16,COAL BATTLE,5,AON,,,87,86,,,90,3,-4,85,DED,,,,,,,,,27,1430,,JeanLafitB100k,,11-08-24 Unhurried; outside final turn; drifted out stretch; clear; best,1,79.93,2.50,,1,4.50,4.50,5,23.08,47.51,23.08,73.31,47.51,,73.31,,1,2,VARGAS JUAN P,1,1,7,1.90,2,,100000,JeanLafitB100k,20241108,Jean Lafitte S.,6,N,,s,3.00,3.00,5,1.25,A MILLION MOONS,123,95,,,2,,1.00,,1,D,2.25,CONTRABANDIST,116,DED,MY,11,BRILEY LONNIE,Drifted out;clear;best,118,2.50,COAL BATTLE,118,11,28.4,2025,0,0
CD,2025-05-03,12,16,COAL BATTLE,6,AON,,,80,78,77,,76,5,4,73,KEE,,,,,,,,,34,1760,,Alw110000NW2L,,10-12-24 Midpack 4wd; 6p1/8; no bid,0,96.35,5.75,5.75,7,5.00,5.00,6,22.64,47.84,22.64,72.88,47.84,,72.88,,0,6,LANERIE C J,0,7,12,9.37,4,,110000,Alw109550n2l,20241012,,10,A,,,4.00,4.00,6,0.50,CURAHEE,122,79,7.50,7.50,6,,5.00,5.00,5,T,0.25,ENTERDADRAGON,120,KEE,FM,11,BRILEY LONNIE,4wd;6p1/8;no bid,120,3.00,POSTER,122,11,28.4,2025,0,0
CD,2025-05-03,12,16,COAL BATTLE,7,AON,,,73,78,78,,81,14,12,77,KD,,,,,,,,,45,1760,,JuvMileL1000k,,09-08-24 Reluctant to load; settled back;3p turn; angled wide; belatedly,0,94.53,6.00,6.00,4,10.00,10.00,10,22.72,44.72,22.72,68.77,44.72,,68.77,,0,10,VARGAS JUAN P,0,4,12,88.80,12,,1000000,JuvMileL1000k,20240908,Kentucky Downs Juvenile Mile S.,7,N,,,9.25,9.25,10,3.75,WEST BEACH,118,83,9.75,9.75,11,,7.25,7.25,9,T,2.00,READY FOR PEACE,120,KD,FM,11,BRILEY LONNIE,3p;angld wide;belatdly,118,0.25,TIZTASTIC,118,11,28.4,2025,0,0
CD,2025-05-03,12,16,COAL BATTLE,8,AON,,,79,,,,87,,,75,EVD,,,,,,,,,,1100,,MdSpWt,,07-25-24 Within striking distance; 4wide turn; bid; clear late,0,59.52,3.50,,1,3.00,3.00,6,23.19,47.42,23.19,,47.42,,,,0,4,VARGAS JUAN P,1,1,9,6.80,7,,30000,MdSpWt,20240725,,1,S,,s,3.50,3.50,4,2.25,RUNNING RAGGED,115,88,,,4,,0.50,,1,D,1.75,YORKTOWN PANTHER,115,EVD,SY,13,BRILEY LONNIE,Contention; clear late,119,3.50,COAL BATTLE,119,11,28.4,2025,0,0
CD,2025-05-03,12,17,SANDMAN,1,BON,,,83,94,108,,88,28,20,101,OP,,,,,,,,,34,1980,,ArkDerby-G1,,03-29-25 Traffic start; 3w 1st turn; swept up 4w 1/4;lugged 1/8;clear,0,110.08,2.50,,1,13.00,13.00,7,45.21,70.37,22.46,97.11,45.21,,70.37,97.11,0,8,ORTIZ JOSE L,0,1,9,3.70,6,,1500000,ArkDerby-G1,20250329,Arkansas Derby,13,G1,,,6.00,6.00,4,4.50,PUBLISHER,121,0,8.50,8.50,8,,1.50,,1,D,1.50,COAL BATTLE,124,OP,FT,0,CASSE MARK,Swept up 4w;luggd;clr,121,2.50,SANDMAN,121,7,5.77,2025,0,0
CD,2025-05-03,12,17,SANDMAN,2,BON,,,73,81,94,,95,16,7,95,OP,,,,,,,,,29,1870,,Rebel-G2,,02-23-25 Unhurried early; 4-5w into lane; gaining 2nd,1,103.01,1.75,1.75,3,13.00,13.00,8,22.47,45.72,22.47,70.94,45.72,,70.94,96.44,0,10,TORRES CRISTIAN A,0,3,13,2.50,3,,1250000,Rebel-G2,20250223,Rebel S.,11,G2,,,5.50,5.50,8,0.50,MADAKET ROAD,117,93,13.00,13.00,9,,5.00,5.00,3,D,2.00,SANDMAN,119,OP,FT,5,CASSE MARK,4-5w 1/4;gaining 2nd,119,1.25,COAL BATTLE,122,7,5.77,2025,0,0
CD,2025-05-03,12,17,SANDMAN,3,BON,,,73,78,87,,94,7,14,91,OP,,,,,,,,,43,1870,,Southwst-G3,,01-25-25 Broke in tangle; 4w 1srt turn; 5w advance 2nd turn; ran on,0,105.86,1.00,1.00,2,8.75,8.75,9,24.11,47.82,24.11,72.23,47.82,,72.23,99.15,0,9,TORRES CRISTIAN A,0,2,9,6.40,5,,1000000,Southwst-G3,20250125,Southwest S.,10,G3,,,9.00,9.00,6,1.50,SANDMAN,119,0,7.00,7.00,9,,3.50,3.50,3,D,0.13,TIZTASTIC,119,OP,FT,17,CASSE MARK,Brk in tngle;5w;ran on,119,1.00,SPEED KING,117,7,5.77,2025,0,0
CD,2025-05-03,12,17,SANDMAN,4,AON,,,85,81,79,,104,0,-5,91,OP,,,,,,,,,47,1760,,OC125000NW1$X,,12-13-24 Allowed pace to go; steered out; in time,1,98.71,1.75,,1,3.25,3.25,6,23.66,48.2,23.66,73.63,48.20,,73.63,,0,4,TORRES CRISTIAN A,0,1,9,1.60,1,,130000,OC125000n1x,20241213,,7,AO,,,3.25,3.25,5,5.25,BIG BOAT,117,87,2.25,2.25,5,,1.50,1.50,2,D,1.25,CALLING CARD,122,OP,FT,18,CASSE MARK,Steered out; in time,117,1.75,SANDMAN,117,7,5.77,2025,0,0
CD,2025-05-03,12,17,SANDMAN,5,AON,,,84,86,89,,85,5,3,87,CD,,,,,,,,,43,1870,,StretSns-G3,,10-27-24 Bt slow/bmpd btw;off pace 4p;3p2nd;5p1/4;outkck;chng lds1/16;stay,0,103.86,5.25,5.25,3,4.00,4.00,8,23.57,48,23.57,72.52,48.00,,72.52,97.52,0,6,HERNANDEZ B J JR,0,3,9,5.59,3,,200000,StretSns-G3,20241027,Street Sense S.,10,G3,,,3.75,3.75,7,0.25,TIZTASTIC,122,82,4.50,4.50,6,,3.00,3.00,5,D,0.13,SANDMAN,122,CD,FT,18,CASSE MARK,Bmpd;4-3p;chng lds1/16,122,5.00,SOVEREIGNTY,122,7,5.77,2025,0,0
CD,2025-05-03,12,17,SANDMAN,6,AON,,,75,78,81,,86,-2,0,81,CD,,,,,,,,,35,1760,,Iroquois-G3,,09-14-24 Step slow/brush start; far back 2-3p; 4p1/8; moved up btwn,0,96.08,10.00,10.00,5,4.75,4.75,9,23.21,46.62,23.21,71.08,46.62,,71.08,,0,10,ORTIZ JOSE L,0,5,11,5.21,6,,300000,Iroquois-G3,20240914,Iroquois S.,10,G3,,,6.25,6.25,9,4.25,OWEN ALMIGHTY,122,77,6.25,6.25,10,,7.75,7.75,7,D,0.75,GIOCOSO,122,CD,FT,15,CASSE MARK,Step slow;2-3w;movd up,122,2.75,JONATHAN'S WAY,122,7,5.77,2025,0,0
CD,2025-05-03,12,17,SANDMAN,7,AON,,,92,93,,,90,4,-3,90,SAR,,,,,,,,,44,1540,,MdSpWt,,08-10-24 Chased 2p; ins turn; ins 1/4; roused; up near 1/8p; edged away,0,83.62,1.75,,1,2.50,2.50,4,22.54,45.83,22.54,71.01,45.83,,71.01,,0,6,DAVIS DYLAN,0,1,7,2.05,2,,100000,MdSpWt,20240810,,1,S,,,1.50,1.50,3,5.75,INNOVATOR,119,86,,,6,,0.50,,1,D,6.25,AVIATOR GUI,119,SAR,FT,12,CASSE MARK,Chased 2p; edged away,119,1.75,SANDMAN,119,7,5.77,2025,0,0
CD,2025-05-03,12,17,SANDMAN,8,AON,,,91,89,,,69,-2,-5,68,CD,,,,,,,,,,1320,,MdSpWt,,06-27-24 Prompt 2wd; outside winner; driven 5/16; yielded 3p/4; faded btw,1,69.97,11.50,11.50,5,0.50,0.50,2,21.84,45.41,21.84,57.43,45.41,57.43,,,0,3,ORTIZ JOSE L,0,5,7,1.04,7,,120000,MdSpWt,20240627,,3,S,,,1.50,1.50,2,4.00,TAP INTO THIS,119,79,,,3,,6.00,6.00,4,D,0.50,VOODOO DADDY,119,CD,FT,11,CASSE MARK,Prmpt 2w;ask5/16;faded,119,4.00,KEEP IT EASY,119,7,5.77,2025,0,0
CD,2025-05-03,12,18,SOVEREIGNTY,1,BON,03-29-25 Off pace 3wd between; 4wd upper; rallied outside,,76,79,87,,97,-1,0,94,GP,,,,,,,,,28,1980,,FlaDerby-G1,,03-29-25 Off pace 3wd between; 4wd upper; rallied outside,1,109.27,1.25,1.25,2,5.00,5.00,6,47.22,71.61,23.37,96.59,47.22,,71.61,96.59,0,8,FRANCO MANUEL,0,2,10,1.70,10,,1000000,FlaDerby-G1,20250329,Curlin Florida Derby presented by Hill 'n' Dale Farms at Xalapa,14,G1,,,4.00,4.00,5,2.75,SOVEREIGNTY,122,94,6.25,6.25,8,,2.75,2.75,4,D,1.50,NEOEQUOS,122,GP,FT,4,MOTT WILLIAM I,3-4wd; gaining,122,1.25,TAPPAN STREET,122,1,7.98,2025,1,1
CD,2025-05-03,12,18,SOVEREIGNTY,2,BON,,,80,78,92,,103,-3,3,99,GP,,,,,,,,,125,1870,,FntnOYth-G2,,03-01-25 Off pace inside; 4wd 7/16; surged late; up final strides,0,103.12,0.25,,1,5.50,5.50,6,23.12,47.07,23.12,70.68,47.07,,70.68,96.43,0,3,ALVARADO JUNIOR,0,1,6,3.20,2,,415000,FntnOYth-G2,20250301,Coolmore Fountain of Youth S.,13,G2,,,5.00,5.00,6,2.50,RIVER THAMES,121,94,5.50,5.50,5,,2.00,2.00,3,D,0.25,NEOEQUOS,119,GP,FT,13,MOTT WILLIAM I,Rail; 4wd 7/16; surged,123,0.25,SOVEREIGNTY,123,1,7.98,2025,1,1
CD,2025-05-03,12,18,SOVEREIGNTY,3,AON,,,80,83,86,,98,5,3,93,CD,,,,,,,,,30,1870,,StretSns-G3,,10-27-24 Step slow start; trailed 2p; 6p1/4; rallied; bid 1/8; drew clear,1,103.86,5.00,,1,5.50,5.50,9,23.57,48,23.57,72.52,48.00,,72.52,97.52,0,7,ALVARADO JUNIOR,0,1,9,1.43,9,,200000,StretSns-G3,20241027,Street Sense S.,10,G3,,,5.25,5.25,9,0.25,TIZTASTIC,122,87,6.50,6.50,9,,0.50,0.50,2,D,0.13,SANDMAN,122,CD,FT,18,MOTT WILLIAM I,6p1/4;rally;drew clear,122,5.00,SOVEREIGNTY,122,1,7.98,2025,1,1
